#SFM_R1-4,,,,,,,,,,,,,
CFMT_2E2C,,,,,,,,,,,,,
Serial Number:,SFM1K308,,,,,,,,,,,,
APP Serial #:,2001378,,,,,,,,,,,,
APP Ver:,R1-9-4,,,,,,,,,,,,
COM Ver:,R2-6-7,,,,,,,,,,,,
Instrument Name:,,,,,,,,,,,,,
Comment:,,,,,,,,,,,,,
Base-line asymmetry multiplier (outer):,1,(inner):,1,,,,,,,,,,
Base-line asymmetry offset (outer):,-1,(inner):,-1,,,,,,,,,,
Thermal diffusivity:,0.0025,(cm^2 s^-1),,,,,,,,,,,
Wounding coefficient:,1.7283,,,,,,,,,,,,
Vs factor:,1,,,,,,,,,,,,
Corrected sap flow sapwood area 1:,10,cm^2,,,,,,,,,,,
Corrected sap flow sapwood area 2:,10,cm^2,,,,,,,,,,,
Pulse Energy:,20,Joules,,,,,,,,,,,
#DATA_START_44780 ,,,,,,,,,,,,,
Date ,Time ,Uncorrected Out (cm/hr),Uncorrected In (cm/hr),Corrected Out (cm/hr),Corrected In (cm/hr),Sap Flow Out (kg/hr),Sap Flow In (kg/hr),Internal Battery Voltage (V),Internal Battery Temperature (°C),External Power Supply Present,External Power Supply Voltage (V),External Power Supply Current (mA),Diagnostic Message
23/09/2021,00:00:01,-1.279,-0.521,-0.858,1.471,-0.280,0.091,12.936,13.029,0.753,0.788,0.956,13.629,13.818,0.922,0.939,0.982,2.680 ,4.19,20.60,present ,25.34,26.10,
23/09/2021,00:30:01,-1.035,-0.327,-0.109,2.067,-0.035,0.128,12.407,12.495,0.745,0.773,0.964,13.380,13.574,0.926,0.937,0.988,2.680 ,4.19,19.70,present ,25.34,25.50,
23/09/2021,01:00:00,-1.397,-0.622,-1.221,1.159,-0.398,0.072,11.626,11.716,0.751,0.789,0.952,12.764,12.960,0.921,0.941,0.978,2.680 ,4.19,17.50,present ,25.20,26.10,
23/09/2021,01:30:01,-1.425,-0.557,-1.307,1.361,-0.427,0.084,11.131,11.230,0.752,0.790,0.951,12.284,12.482,0.926,0.945,0.980,2.680 ,4.19,17.20,present ,25.16,26.10,
23/09/2021,02:00:01,-1.558,-0.375,-1.716,1.921,-0.560,0.119,10.974,11.062,0.743,0.785,0.947,11.902,12.100,0.933,0.946,0.987,2.680 ,4.20,17.10,present ,25.13,26.40,
23/09/2021,02:30:00,-1.450,-0.552,-1.383,1.376,-0.452,0.085,11.048,11.152,0.760,0.799,0.950,11.740,11.938,0.931,0.949,0.981,2.680 ,4.19,18.29,present ,25.06,26.40,
23/09/2021,03:00:00,-1.312,-0.606,-0.960,1.209,-0.313,0.075,11.154,11.264,0.757,0.792,0.955,11.693,11.896,0.930,0.950,0.979,2.680 ,4.19,19.29,present ,25.06,26.40,
23/09/2021,03:30:00,-1.498,-0.537,-1.533,1.422,-0.501,0.088,11.238,11.360,0.757,0.798,0.949,11.649,11.853,0.931,0.949,0.981,2.680 ,4.19,19.79,present ,25.05,25.80,
23/09/2021,04:00:01,-1.314,-0.443,-0.965,1.711,-0.315,0.106,10.992,11.100,0.751,0.787,0.955,11.524,11.728,0.932,0.947,0.984,2.680 ,4.19,19.50,present ,25.02,26.10,
23/09/2021,04:30:00,-1.485,-0.569,-1.492,1.322,-0.487,0.082,11.433,11.571,0.756,0.796,0.949,11.550,11.758,0.932,0.951,0.980,2.680 ,4.19,20.70,present ,24.99,26.70,
23/09/2021,05:00:00,-1.360,-0.575,-1.107,1.306,-0.361,0.081,11.595,11.728,0.756,0.793,0.953,11.693,11.902,0.932,0.951,0.980,2.680 ,4.19,21.20,present ,24.99,26.40,
23/09/2021,05:30:01,-1.382,-0.551,-1.174,1.380,-0.383,0.086,11.663,11.793,0.757,0.795,0.953,11.761,11.968,0.931,0.949,0.981,2.680 ,4.19,21.40,present ,24.98,25.80,
23/09/2021,06:00:00,-1.341,-0.558,-1.050,1.355,-0.343,0.084,11.609,11.724,0.757,0.794,0.954,11.773,11.975,0.929,0.947,0.980,2.680 ,4.19,21.20,present ,24.99,26.10,
23/09/2021,06:30:01,-1.042,-0.561,-0.131,1.348,-0.043,0.084,11.488,11.601,0.756,0.784,0.964,11.712,11.911,0.930,0.949,0.980,2.680 ,4.20,21.00,present ,24.95,26.40,
23/09/2021,07:00:00,-1.384,-0.549,-1.181,1.384,-0.385,0.086,11.296,11.399,0.751,0.789,0.953,11.624,11.819,0.929,0.947,0.981,2.680 ,4.19,20.29,present ,24.95,25.80,
23/09/2021,07:30:01,-1.393,-0.517,-1.210,1.482,-0.395,0.092,11.307,11.420,0.756,0.794,0.952,11.540,11.734,0.931,0.949,0.982,2.680 ,4.17,16.00,not present ,0.00,0.00,
23/09/2021,08:00:01,-1.137,-0.503,-0.421,1.527,-0.137,0.095,11.289,11.392,0.759,0.790,0.961,11.531,11.724,0.932,0.948,0.982,2.680 ,4.16,15.50,not present ,0.00,0.00,
23/09/2021,08:30:01,-0.401,-0.446,1.840,1.702,0.601,0.106,11.083,11.148,0.764,0.776,0.986,11.460,11.650,0.930,0.945,0.984,2.680 ,4.15,14.90,not present ,0.00,0.00,
23/09/2021,09:00:00,-0.453,-0.581,1.680,1.287,0.548,0.080,10.588,10.658,0.767,0.780,0.984,11.176,11.361,0.930,0.950,0.980,2.680 ,4.14,13.50,not present ,0.00,0.00,
23/09/2021,09:30:01,-0.226,-0.526,2.377,1.456,0.776,0.090,10.299,10.373,0.775,0.782,0.992,10.909,11.095,0.934,0.952,0.981,2.680 ,4.13,12.80,not present ,0.00,0.00,
23/09/2021,10:00:01,0.468,-0.514,4.513,1.492,1.474,0.093,10.249,10.341,0.789,0.777,1.016,10.751,10.942,0.936,0.953,0.982,2.680 ,4.12,13.10,not present ,0.00,0.00,
23/09/2021,10:30:00,1.407,-0.434,7.402,1.739,2.418,0.108,10.515,10.606,0.802,0.765,1.050,10.788,10.989,0.936,0.951,0.985,2.680 ,4.11,14.20,not present ,0.00,0.00,
23/09/2021,11:00:00,2.634,-0.397,11.175,1.852,3.651,0.115,11.023,11.100,0.811,0.741,1.095,11.002,11.210,0.941,0.955,0.986,2.680 ,4.10,16.29,not present ,0.00,0.00,
23/09/2021,11:30:01,4.025,-0.453,15.450,1.679,5.048,0.104,11.478,11.570,0.836,0.728,1.150,11.228,11.436,0.938,0.954,0.984,2.680 ,4.09,17.20,not present ,0.00,0.00,
23/09/2021,12:00:00,4.979,-0.265,18.384,2.256,6.006,0.140,11.886,11.945,0.845,0.712,1.188,11.533,11.734,0.940,0.950,0.990,2.680 ,4.08,17.60,not present ,0.00,0.00,
23/09/2021,12:30:00,6.221,-0.278,22.201,2.216,7.253,0.138,12.589,12.600,0.859,0.694,1.241,11.974,12.160,0.941,0.951,0.990,2.680 ,4.07,19.10,not present ,0.00,0.00,
23/09/2021,13:00:01,5.871,-0.373,21.126,1.926,6.902,0.120,12.747,12.714,0.853,0.697,1.226,12.329,12.499,0.935,0.947,0.987,2.680 ,4.07,19.40,not present ,0.00,0.00,
23/09/2021,13:30:01,5.392,-0.324,19.652,2.077,6.421,0.129,13.226,13.245,0.858,0.713,1.205,12.629,12.802,0.938,0.949,0.988,2.680 ,4.06,19.40,not present ,0.00,0.00,
23/09/2021,14:00:01,6.658,-0.323,23.546,2.079,7.693,0.129,13.886,13.864,0.857,0.682,1.260,13.213,13.380,0.935,0.946,0.988,2.680 ,4.06,20.60,not present ,0.00,0.00,
23/09/2021,14:30:01,5.187,-0.366,19.024,1.947,6.215,0.121,14.313,14.315,0.860,0.720,1.197,13.654,13.819,0.933,0.945,0.987,2.680 ,4.04,21.10,not present ,0.00,0.00,
23/09/2021,15:00:01,4.825,-0.301,17.912,2.148,5.852,0.133,14.421,14.407,0.832,0.705,1.182,13.973,14.138,0.931,0.941,0.989,2.680 ,4.02,21.00,not present ,0.00,0.00,
23/09/2021,15:30:00,4.019,-0.483,15.434,1.586,5.042,0.098,14.629,14.640,0.829,0.722,1.149,14.219,14.390,0.928,0.945,0.983,2.680 ,4.01,20.90,not present ,0.00,0.00,
23/09/2021,16:00:00,4.632,-0.335,17.317,2.044,5.658,0.127,15.637,15.670,0.841,0.718,1.174,14.822,14.990,0.928,0.940,0.988,2.680 ,3.99,23.60,not present ,0.00,0.00,
23/09/2021,16:30:01,4.914,-0.418,18.183,1.788,5.940,0.111,16.632,16.650,0.832,0.703,1.186,15.561,15.715,0.927,0.941,0.985,2.680 ,3.98,25.70,not present ,0.00,0.00,
23/09/2021,17:00:01,5.068,-0.364,18.657,1.954,6.096,0.121,17.368,17.392,0.817,0.687,1.192,16.294,16.471,0.920,0.933,0.987,2.680 ,3.97,26.80,not present ,0.00,0.00,
23/09/2021,17:30:00,3.656,-0.373,14.316,1.926,4.677,0.120,17.256,17.369,0.810,0.715,1.135,16.805,17.058,0.915,0.928,0.987,2.680 ,3.97,25.10,not present ,0.00,0.00,
23/09/2021,18:00:00,2.485,-0.578,10.716,1.297,3.501,0.080,16.899,17.100,0.797,0.733,1.090,16.961,17.280,0.913,0.931,0.980,2.680 ,3.96,21.90,not present ,0.00,0.00,
23/09/2021,18:30:00,1.239,-0.502,6.885,1.530,2.249,0.095,16.764,16.970,0.781,0.749,1.043,17.018,17.345,0.911,0.927,0.982,2.680 ,3.95,20.50,not present ,0.00,0.00,
23/09/2021,19:00:00,0.935,-0.461,5.951,1.656,1.944,0.103,16.416,16.561,0.772,0.748,1.033,16.906,17.207,0.910,0.926,0.984,2.680 ,3.95,19.40,not present ,0.00,0.00,
23/09/2021,19:30:00,0.090,-0.498,3.351,1.541,1.095,0.096,15.516,15.667,0.756,0.755,1.003,16.448,16.725,0.910,0.926,0.982,2.680 ,4.01,29.00,present ,25.77,99.60,
23/09/2021,20:00:01,-0.160,-0.492,2.581,1.560,0.843,0.097,14.844,14.993,0.770,0.775,0.994,15.916,16.185,0.912,0.928,0.983,2.680 ,4.12,34.90,present ,25.67,100.20,
23/09/2021,20:30:00,-0.351,-0.623,1.994,1.157,0.651,0.072,14.268,14.418,0.770,0.780,0.987,15.445,15.710,0.914,0.935,0.978,2.680 ,4.19,30.30,present ,25.75,51.30,
23/09/2021,21:00:00,-0.695,-0.623,0.936,1.157,0.306,0.072,13.274,13.408,0.765,0.784,0.976,14.794,15.053,0.914,0.935,0.978,2.680 ,4.19,21.60,present ,25.78,27.90,
23/09/2021,21:30:01,-0.837,-0.567,0.500,1.328,0.163,0.082,12.638,12.785,0.759,0.782,0.971,14.151,14.409,0.919,0.937,0.980,2.680 ,4.19,18.20,present ,25.73,26.40,
23/09/2021,22:00:00,-0.916,-0.663,0.255,1.033,0.083,0.064,11.960,12.110,0.759,0.784,0.968,13.491,13.745,0.922,0.944,0.977,2.680 ,4.19,16.79,present ,25.69,26.10,
23/09/2021,22:30:00,-1.028,-0.613,-0.086,1.187,-0.028,0.074,11.261,11.406,0.756,0.784,0.964,12.868,13.119,0.925,0.945,0.978,2.680 ,4.19,16.10,present ,25.69,25.80,
23/09/2021,23:00:01,-0.714,-0.580,0.878,1.291,0.287,0.080,10.815,10.954,0.776,0.796,0.975,12.281,12.531,0.928,0.947,0.980,2.680 ,4.19,15.70,present ,25.62,26.10,
23/09/2021,23:30:01,-1.422,-0.662,-1.298,1.039,-0.424,0.064,10.399,10.527,0.755,0.793,0.951,11.852,12.092,0.931,0.953,0.977,2.680 ,4.19,15.30,present ,25.59,25.80,
24/09/2021,00:00:00,-1.316,-0.627,-0.973,1.144,-0.318,0.071,9.964,10.091,0.767,0.803,0.955,11.372,11.612,0.931,0.952,0.978,2.680 ,4.20,15.10,present ,25.55,25.80,
24/09/2021,00:30:01,-1.223,-0.608,-0.687,1.202,-0.224,0.074,9.607,9.735,0.770,0.804,0.958,10.896,11.132,0.935,0.956,0.979,2.680 ,4.20,15.00,present ,25.55,25.80,
24/09/2021,01:00:00,-1.121,-0.530,-0.373,1.442,-0.122,0.089,9.445,9.567,0.762,0.793,0.961,10.529,10.762,0.942,0.959,0.981,2.680 ,4.20,15.40,present ,25.48,26.10,
24/09/2021,01:30:00,-1.416,-0.611,-1.280,1.193,-0.418,0.074,9.810,9.960,0.768,0.807,0.952,10.389,10.623,0.941,0.961,0.978,2.680 ,4.19,17.40,present ,25.48,26.10,
24/09/2021,02:00:00,-1.439,-0.439,-1.352,1.723,-0.441,0.107,10.183,10.337,0.763,0.802,0.951,10.517,10.754,0.943,0.958,0.984,2.680 ,4.19,19.29,present ,25.48,26.10,
24/09/2021,02:30:00,-1.406,-0.578,-1.250,1.296,-0.408,0.080,10.356,10.508,0.765,0.804,0.952,10.612,10.850,0.940,0.960,0.980,2.680 ,4.19,19.79,present ,25.48,26.10,
24/09/2021,03:00:00,-1.463,-0.535,-1.425,1.427,-0.465,0.088,10.427,10.574,0.763,0.803,0.950,10.641,10.874,0.940,0.958,0.981,2.680 ,4.19,20.00,present ,25.45,26.10,
24/09/2021,03:30:00,-1.398,-0.521,-1.223,1.470,-0.399,0.091,10.453,10.595,0.761,0.799,0.952,10.658,10.886,0.940,0.957,0.982,2.680 ,4.19,19.90,present ,25.45,26.10,
24/09/2021,04:00:00,-1.495,-0.626,-1.522,1.149,-0.497,0.071,10.389,10.521,0.761,0.802,0.949,10.635,10.859,0.939,0.959,0.978,2.680 ,4.19,19.50,present ,25.41,26.10,
24/09/2021,04:30:01,-1.381,-0.545,-1.172,1.398,-0.383,0.087,10.367,10.497,0.761,0.799,0.953,10.607,10.827,0.938,0.956,0.981,2.680 ,4.20,19.60,present ,25.41,26.10,
24/09/2021,05:00:01,-1.245,-0.503,-0.755,1.527,-0.246,0.095,10.389,10.520,0.764,0.799,0.957,10.580,10.795,0.939,0.956,0.982,2.680 ,4.19,19.40,present ,25.37,25.80,
24/09/2021,05:30:01,-1.293,-0.569,-0.901,1.324,-0.294,0.082,10.355,10.479,0.758,0.794,0.956,10.583,10.796,0.939,0.958,0.980,2.680 ,4.19,19.79,present ,25.34,26.10,
24/09/2021,06:00:01,-1.295,-0.583,-0.907,1.280,-0.296,0.079,10.326,10.453,0.764,0.799,0.956,10.532,10.742,0.939,0.958,0.979,2.680 ,4.19,19.50,present ,25.30,26.10,
24/09/2021,06:30:00,-1.534,-0.609,-1.642,1.199,-0.536,0.074,10.341,10.466,0.763,0.805,0.948,10.540,10.749,0.939,0.959,0.979,2.680 ,4.19,19.70,present ,25.27,26.10,
24/09/2021,07:00:00,-1.461,-0.577,-1.417,1.299,-0.463,0.080,10.359,10.482,0.760,0.800,0.950,10.551,10.758,0.938,0.957,0.980,2.680 ,4.18,17.40,not present ,0.00,0.00,
24/09/2021,07:30:01,-1.442,-0.610,-1.359,1.197,-0.444,0.074,10.379,10.501,0.761,0.800,0.951,10.561,10.767,0.938,0.958,0.979,2.680 ,4.17,14.90,not present ,0.00,0.00,
24/09/2021,08:00:01,-1.435,-0.578,-1.339,1.295,-0.437,0.080,10.411,10.535,0.762,0.801,0.951,10.571,10.775,0.939,0.958,0.980,2.680 ,4.15,14.80,not present ,0.00,0.00,
24/09/2021,08:30:00,-0.968,-0.577,0.097,1.298,0.031,0.080,10.525,10.642,0.769,0.795,0.966,10.625,10.828,0.939,0.958,0.980,2.680 ,4.14,14.90,not present ,0.00,0.00,
24/09/2021,09:00:00,-0.234,-0.505,2.353,1.519,0.769,0.094,10.666,10.770,0.777,0.784,0.991,10.714,10.914,0.941,0.958,0.982,2.680 ,4.13,15.00,not present ,0.00,0.00,
24/09/2021,09:30:00,0.258,-0.491,3.868,1.562,1.263,0.097,10.777,10.866,0.786,0.779,1.009,10.808,11.004,0.937,0.953,0.983,2.680 ,4.12,15.30,not present ,0.00,0.00,
24/09/2021,10:00:00,0.730,-0.601,5.321,1.224,1.738,0.076,11.011,11.103,0.794,0.775,1.025,10.932,11.124,0.941,0.962,0.979,2.680 ,4.11,15.70,not present ,0.00,0.00,
24/09/2021,10:30:00,1.953,-0.474,9.081,1.615,2.967,0.100,11.633,11.736,0.810,0.758,1.070,11.242,11.440,0.942,0.958,0.983,2.680 ,4.10,17.20,not present ,0.00,0.00,
24/09/2021,11:00:00,2.974,-0.428,12.220,1.755,3.992,0.109,12.232,12.290,0.819,0.740,1.108,11.700,11.890,0.938,0.953,0.985,2.680 ,4.09,19.10,not present ,0.00,0.00,
24/09/2021,11:30:00,3.899,-0.433,15.063,1.740,4.921,0.108,12.856,12.910,0.835,0.731,1.144,12.134,12.313,0.940,0.954,0.985,2.680 ,4.09,20.40,not present ,0.00,0.00,
24/09/2021,12:00:01,5.191,-0.461,19.037,1.655,6.220,0.103,13.578,13.590,0.845,0.707,1.197,12.692,12.861,0.935,0.950,0.984,2.680 ,4.08,21.50,not present ,0.00,0.00,
24/09/2021,12:30:01,5.531,-0.317,20.082,2.098,6.561,0.130,14.262,14.239,0.849,0.702,1.211,13.266,13.420,0.936,0.947,0.989,2.680 ,4.07,22.80,not present ,0.00,0.00,
24/09/2021,13:00:01,5.445,-0.474,19.816,1.615,6.474,0.100,14.904,14.883,0.850,0.705,1.208,13.857,14.001,0.932,0.948,0.983,2.680 ,4.07,23.60,not present ,0.00,0.00,
24/09/2021,13:30:01,5.674,-0.390,20.521,1.874,6.704,0.116,15.918,15.919,0.848,0.698,1.217,14.569,14.712,0.931,0.944,0.986,2.680 ,4.06,24.80,not present ,0.00,0.00,
24/09/2021,14:00:01,4.473,-0.355,16.828,1.982,5.498,0.123,16.615,16.621,0.832,0.713,1.168,15.355,15.489,0.926,0.938,0.987,2.680 ,4.05,26.10,not present ,0.00,0.00,
24/09/2021,14:30:01,4.636,-0.341,17.328,2.026,5.661,0.126,17.802,17.843,0.836,0.713,1.174,16.206,16.343,0.925,0.937,0.988,2.680 ,4.03,27.40,not present ,0.00,0.00,
24/09/2021,15:00:01,4.022,-0.473,15.440,1.620,5.044,0.100,18.453,18.425,0.816,0.711,1.149,17.106,17.228,0.915,0.931,0.983,2.680 ,4.01,28.30,not present ,0.00,0.00,
24/09/2021,15:30:00,3.537,-0.521,13.949,1.472,4.557,0.091,18.298,18.270,0.808,0.716,1.130,17.462,17.580,0.911,0.928,0.982,2.680 ,4.00,26.90,not present ,0.00,0.00,
24/09/2021,16:00:00,2.075,-0.385,9.456,1.888,3.089,0.117,18.228,18.242,0.789,0.736,1.074,17.685,17.820,0.914,0.927,0.986,2.680 ,3.99,25.70,not present ,0.00,0.00,
24/09/2021,16:30:00,1.326,-0.428,7.151,1.758,2.336,0.109,18.535,18.604,0.790,0.755,1.047,17.961,18.115,0.913,0.927,0.985,2.680 ,3.98,25.70,not present ,0.00,0.00,
24/09/2021,17:00:01,1.706,-0.453,8.322,1.679,2.719,0.104,19.127,19.182,0.787,0.743,1.061,18.504,18.665,0.908,0.922,0.984,2.680 ,3.97,26.40,not present ,0.00,0.00,
24/09/2021,17:30:01,1.167,-0.553,6.665,1.371,2.177,0.085,19.305,19.369,0.773,0.743,1.041,18.839,19.001,0.904,0.922,0.980,2.680 ,3.96,26.10,not present ,0.00,0.00,
24/09/2021,18:00:00,0.706,-0.477,5.246,1.606,1.714,0.100,19.441,19.509,0.770,0.752,1.024,19.108,19.277,0.904,0.920,0.983,2.680 ,3.96,25.40,not present ,0.00,0.00,
24/09/2021,18:30:00,0.351,-0.542,4.154,1.406,1.357,0.087,19.562,19.635,0.762,0.753,1.012,19.319,19.487,0.901,0.918,0.981,2.680 ,3.95,25.60,not present ,0.00,0.00,
24/09/2021,19:00:00,0.076,-0.701,3.309,0.919,1.081,0.057,19.566,19.639,0.756,0.755,1.002,19.457,19.628,0.897,0.919,0.975,2.680 ,3.95,25.00,not present ,0.00,0.00,
24/09/2021,19:30:01,-0.330,-0.501,2.057,1.532,0.672,0.095,19.518,19.593,0.752,0.761,0.988,19.524,19.695,0.898,0.914,0.982,2.680 ,4.01,39.09,present ,25.77,99.90,
24/09/2021,20:00:01,-0.383,-0.526,1.896,1.456,0.619,0.090,19.389,19.462,0.752,0.762,0.986,19.515,19.687,0.896,0.913,0.981,2.680 ,4.12,42.70,present ,25.71,100.80,
24/09/2021,20:30:00,-0.915,-0.540,0.261,1.412,0.085,0.088,19.225,19.297,0.746,0.770,0.968,19.466,19.637,0.897,0.914,0.981,2.680 ,4.19,37.59,present ,25.83,42.90,
24/09/2021,21:00:01,-0.966,-0.513,0.103,1.496,0.033,0.093,19.043,19.114,0.748,0.774,0.967,19.370,19.539,0.900,0.916,0.982,2.680 ,4.19,31.30,present ,25.88,27.60,
24/09/2021,21:30:00,-0.964,-0.541,0.110,1.411,0.036,0.087,19.050,19.133,0.746,0.771,0.967,19.309,19.482,0.899,0.917,0.981,2.680 ,4.19,29.20,present ,25.88,27.00,
24/09/2021,22:00:01,-0.756,-0.552,0.748,1.376,0.244,0.085,18.961,19.043,0.733,0.753,0.974,19.275,19.448,0.900,0.918,0.981,2.680 ,4.19,28.80,present ,25.88,27.00,
24/09/2021,22:30:01,-0.991,-0.552,0.025,1.376,0.008,0.085,18.817,18.902,0.740,0.766,0.966,19.137,19.314,0.901,0.919,0.981,2.680 ,4.19,27.80,present ,25.84,26.10,
24/09/2021,23:00:01,-0.963,-0.600,0.111,1.229,0.036,0.076,18.712,18.782,0.729,0.754,0.967,19.074,19.251,0.899,0.918,0.979,2.680 ,4.19,27.80,present ,25.84,26.10,
24/09/2021,23:30:00,-1.251,-0.581,-0.774,1.286,-0.253,0.080,18.357,18.437,0.747,0.780,0.957,18.835,19.011,0.900,0.918,0.980,2.680 ,4.19,27.20,present ,25.77,26.10,
25/09/2021,00:00:00,-1.106,-0.599,-0.327,1.231,-0.106,0.076,18.104,18.183,0.740,0.769,0.962,18.629,18.807,0.900,0.919,0.979,2.680 ,4.19,26.60,present ,25.77,26.10,
25/09/2021,00:30:01,-1.155,-0.660,-0.477,1.045,-0.155,0.065,17.553,17.610,0.743,0.773,0.960,18.351,18.527,0.897,0.918,0.977,2.680 ,4.19,25.60,present ,25.73,25.80,
25/09/2021,01:00:00,-1.115,-0.599,-0.355,1.232,-0.116,0.076,17.140,17.210,0.740,0.769,0.961,17.964,18.140,0.902,0.922,0.979,2.680 ,4.19,24.40,present ,25.69,25.80,
25/09/2021,01:30:00,-1.194,-0.595,-0.599,1.242,-0.195,0.077,16.981,17.060,0.746,0.779,0.959,17.645,17.821,0.906,0.925,0.979,2.680 ,4.19,24.40,present ,25.66,26.40,
25/09/2021,02:00:00,-1.144,-0.514,-0.445,1.492,-0.145,0.093,16.861,16.940,0.745,0.776,0.961,17.510,17.690,0.906,0.923,0.982,2.680 ,4.19,24.80,present ,25.63,26.40,
25/09/2021,02:30:00,-1.351,-0.585,-1.080,1.275,-0.352,0.079,16.620,16.691,0.743,0.779,0.954,17.271,17.450,0.907,0.926,0.979,2.680 ,4.19,24.80,present ,25.59,25.80,
25/09/2021,03:00:00,-1.350,-0.569,-1.076,1.323,-0.351,0.082,16.403,16.476,0.746,0.782,0.954,17.055,17.237,0.907,0.926,0.980,2.680 ,4.19,24.70,present ,25.56,26.40,
25/09/2021,03:30:01,-1.414,-0.553,-1.275,1.372,-0.416,0.085,16.252,16.323,0.737,0.775,0.952,16.854,17.039,0.907,0.925,0.980,2.680 ,4.19,24.40,present ,25.52,26.10,
25/09/2021,04:00:01,-1.263,-0.582,-0.809,1.284,-0.264,0.080,16.034,16.116,0.747,0.781,0.957,16.638,16.824,0.910,0.929,0.979,2.680 ,4.19,24.50,present ,25.52,26.10,
25/09/2021,04:30:01,-1.479,-0.690,-1.474,0.950,-0.481,0.059,15.762,15.842,0.746,0.786,0.949,16.408,16.595,0.907,0.929,0.976,2.680 ,4.19,23.70,present ,25.48,26.10,
25/09/2021,05:00:01,-1.248,-0.638,-0.763,1.111,-0.249,0.069,15.406,15.485,0.741,0.774,0.957,16.142,16.330,0.908,0.929,0.978,2.680 ,4.19,23.30,present ,25.45,26.10,
25/09/2021,05:30:01,-1.628,-0.576,-1.932,1.302,-0.631,0.081,14.792,14.868,0.748,0.792,0.945,15.725,15.916,0.912,0.931,0.980,2.680 ,4.19,21.70,present ,25.41,25.80,
25/09/2021,06:00:00,-1.328,-0.551,-1.010,1.378,-0.330,0.085,14.417,14.500,0.752,0.788,0.954,15.329,15.523,0.914,0.932,0.981,2.680 ,4.19,21.60,present ,25.37,25.80,
25/09/2021,06:30:00,-1.517,-0.687,-1.590,0.962,-0.519,0.059,13.921,14.007,0.749,0.790,0.948,14.897,15.092,0.912,0.934,0.976,2.680 ,4.19,20.70,present ,25.30,25.80,
25/09/2021,07:00:00,-1.446,-0.668,-1.372,1.019,-0.448,0.063,13.509,13.602,0.753,0.792,0.951,14.522,14.719,0.913,0.935,0.977,2.680 ,4.19,19.90,present ,25.30,25.80,
25/09/2021,07:30:01,-1.384,-0.616,-1.181,1.180,-0.385,0.073,13.088,13.176,0.755,0.792,0.953,14.112,14.308,0.920,0.941,0.978,2.680 ,4.17,15.30,not present ,0.00,0.00,
25/09/2021,08:00:01,-1.785,-0.589,-2.415,1.263,-0.789,0.078,12.757,12.848,0.741,0.789,0.939,13.745,13.943,0.925,0.944,0.979,2.680 ,4.16,14.60,not present ,0.00,0.00,
25/09/2021,08:30:00,-1.464,-0.620,-1.427,1.166,-0.466,0.072,12.573,12.674,0.747,0.786,0.950,13.447,13.649,0.924,0.945,0.978,2.680 ,4.15,14.30,not present ,0.00,0.00,
25/09/2021,09:00:00,-1.508,-0.471,-1.562,1.624,-0.510,0.101,12.396,12.495,0.740,0.780,0.948,13.216,13.419,0.928,0.944,0.983,2.680 ,4.14,14.30,not present ,0.00,0.00,
25/09/2021,09:30:00,-1.342,-0.636,-1.052,1.117,-0.343,0.069,12.158,12.266,0.760,0.796,0.954,12.957,13.164,0.926,0.947,0.978,2.680 ,4.13,14.10,not present ,0.00,0.00,
25/09/2021,10:00:00,-0.909,-0.568,0.278,1.326,0.090,0.082,12.085,12.195,0.766,0.791,0.968,12.766,12.977,0.929,0.948,0.980,2.680 ,4.12,14.60,not present ,0.00,0.00,
25/09/2021,10:30:00,-0.563,-0.569,1.342,1.323,0.438,0.082,12.158,12.293,0.777,0.793,0.980,12.649,12.861,0.930,0.949,0.980,2.680 ,4.11,15.00,not present ,0.00,0.00,
25/09/2021,11:00:01,0.540,-0.639,4.737,1.108,1.547,0.069,12.713,12.835,0.784,0.770,1.018,12.850,13.073,0.929,0.950,0.978,2.680 ,4.10,17.10,not present ,0.00,0.00,
25/09/2021,11:30:01,1.071,-0.547,6.370,1.392,2.081,0.086,12.938,13.050,0.793,0.765,1.037,12.997,13.216,0.929,0.947,0.981,2.680 ,4.09,17.70,not present ,0.00,0.00,
25/09/2021,12:00:01,2.939,-0.424,12.111,1.770,3.957,0.110,13.642,13.761,0.821,0.742,1.107,13.296,13.519,0.933,0.947,0.985,2.680 ,4.08,19.50,not present ,0.00,0.00,
25/09/2021,12:30:00,5.732,-0.430,20.699,1.751,6.763,0.109,14.858,14.948,0.855,0.702,1.220,13.913,14.125,0.934,0.949,0.985,2.680 ,4.07,22.70,not present ,0.00,0.00,
25/09/2021,13:00:01,5.538,-0.339,20.103,2.031,6.568,0.126,15.896,15.890,0.840,0.695,1.212,14.761,14.937,0.928,0.939,0.988,2.680 ,4.07,24.50,not present ,0.00,0.00,
25/09/2021,13:30:01,5.065,-0.379,18.648,1.909,6.092,0.118,16.273,16.263,0.843,0.709,1.192,15.306,15.460,0.924,0.937,0.986,2.680 ,4.06,25.00,not present ,0.00,0.00,
25/09/2021,14:00:01,5.084,-0.479,18.707,1.600,6.112,0.099,16.853,16.835,0.828,0.696,1.193,15.850,15.998,0.922,0.938,0.983,2.680 ,4.05,25.50,not present ,0.00,0.00,
25/09/2021,14:30:01,4.152,-0.429,15.842,1.755,5.176,0.109,17.277,17.299,0.825,0.716,1.155,16.329,16.481,0.919,0.934,0.985,2.680 ,4.04,25.80,not present ,0.00,0.00,
