#SFM_R1-4,,,,,,,,,,,,,
CFMT_2E2C,,,,,,,,,,,,,
Serial Number:,SFM1K308,,,,,,,,,,,,
APP Serial #:,2001378,,,,,,,,,,,,
APP Ver:,R1-9-4,,,,,,,,,,,,
COM Ver:,R2-6-7,,,,,,,,,,,,
Instrument Name:,,,,,,,,,,,,,
Comment:,,,,,,,,,,,,,
Base-line asymmetry multiplier (outer):,1,(inner):,1,,,,,,,,,,
Base-line asymmetry offset (outer):,-1,(inner):,-1,,,,,,,,,,
Thermal diffusivity:,0.0025,(cm^2 s^-1),,,,,,,,,,,
Wounding coefficient:,1.7283,,,,,,,,,,,,
Vs factor:,1,,,,,,,,,,,,
Corrected sap flow sapwood area 1:,10,cm^2,,,,,,,,,,,
Corrected sap flow sapwood area 2:,10,cm^2,,,,,,,,,,,
Pulse Energy:,20,Joules,,,,,,,,,,,
#DATA_START_44780 ,,,,,,,,,,,,,
Date ,Time ,Uncorrected Out (cm/hr),Uncorrected In (cm/hr),Corrected Out (cm/hr),Corrected In (cm/hr),Sap Flow Out (kg/hr),Sap Flow In (kg/hr),Internal Battery Voltage (V),Internal Battery Temperature (°C),External Power Supply Present,External Power Supply Voltage (V),External Power Supply Current (mA),Diagnostic Message
16/06/2020,7:30:00,0.045,-2.389,1.806,-2.401,0.018,-0.024,4.19,16.5,present ,25.37,24.9,
16/06/2020,8:00:00,0.269,-2.371,2.193,-2.37,0.021,-0.023,4.19,16.79,present ,25.61,24.6,
16/06/2020,8:30:01,0.793,-2.348,3.1,-2.33,0.031,-0.023,4.19,17.29,present ,25.97,24.9,
16/06/2020,9:00:00,1.418,-2.326,4.18,-2.293,0.041,-0.022,4.19,17.9,present ,26.53,24.3,
16/06/2020,9:30:01,2.084,-2.346,5.331,-2.326,0.053,-0.023,4.19,18.2,present ,26.82,24.3,
16/06/2020,10:00:01,2.477,-2.332,6.01,-2.303,0.06,-0.023,4.19,18.9,present ,26.88,24,
16/06/2020,10:30:01,3.694,-2.207,8.113,-2.087,0.081,-0.02,4.19,20.6,present ,27.84,24,
16/06/2020,11:00:00,4.601,-2.296,9.681,-2.24,0.096,-0.022,4.19,22.5,present ,28.9,23.4,
16/06/2020,11:30:01,5.45,-2.165,11.148,-2.015,0.111,-0.02,4.19,23.1,present ,28.9,23.7,
16/06/2020,12:00:00,5.639,-2.281,11.474,-2.214,0.114,-0.022,4.19,23.2,present ,28.9,23.4,
16/06/2020,12:30:01,5.552,-2.194,11.325,-2.065,0.113,-0.02,4.19,23.3,present ,28.93,23.4,
16/06/2020,13:00:00,5.314,-2.283,10.913,-2.218,0.109,-0.022,4.19,23.4,present ,28.9,23.4,
16/06/2020,13:30:00,5.725,-2.245,11.623,-2.152,0.116,-0.021,4.19,23.3,present ,28.93,23.1,
16/06/2020,14:00:00,5.627,-2.2,11.454,-2.073,0.114,-0.02,4.19,23.9,present ,28.93,23.4,
16/06/2020,14:30:00,5.286,-2.327,10.865,-2.293,0.108,-0.022,4.19,24.1,present ,28.9,23.7,
16/06/2020,15:00:00,4.991,-2.288,10.355,-2.227,0.103,-0.022,4.19,24.2,present ,28.93,23.4,
16/06/2020,15:30:00,5.047,-2.207,10.451,-2.086,0.104,-0.02,4.19,23.6,present ,28.93,23.4,
16/06/2020,16:00:00,4.982,-2.188,10.339,-2.053,0.103,-0.02,4.19,23.5,present ,28.93,23.4,
16/06/2020,16:30:00,5.139,-2.159,10.611,-2.004,0.106,-0.02,4.19,24.5,present ,28.9,23.7,
16/06/2020,17:00:00,4.763,-2.157,9.96,-2,0.099,-0.02,4.19,25,present ,28.94,23.7,
16/06/2020,17:30:01,4.471,-2.242,9.456,-2.148,0.094,-0.021,4.19,25.1,present ,28.94,23.7,
16/06/2020,18:00:01,4.263,-2.273,9.096,-2.2,0.09,-0.022,4.19,24.6,present ,28.93,23.4,
16/06/2020,18:30:00,3.874,-2.257,8.423,-2.172,0.084,-0.021,4.19,24.6,present ,28.93,23.4,
16/06/2020,19:00:00,3.949,-2.189,8.554,-2.055,0.085,-0.02,4.19,25,present ,28.94,23.7,
16/06/2020,19:30:01,3.333,-2.303,7.489,-2.253,0.074,-0.022,4.19,24,present ,26.99,24.3,
16/06/2020,20:00:00,2.64,-2.356,6.291,-2.344,0.062,-0.023,4.19,23.2,present ,26,24.9,
16/06/2020,20:30:01,1.887,-2.364,4.99,-2.358,0.049,-0.023,4.19,21.3,present ,25.93,24.6,
16/06/2020,21:00:00,1.359,-2.362,4.078,-2.355,0.04,-0.023,4.19,21.2,present ,25.86,24.6,
16/06/2020,21:30:01,1.051,-2.418,3.545,-2.452,0.035,-0.024,4.19,20.9,present ,25.76,24.9,
16/06/2020,22:00:01,0.624,-2.399,2.807,-2.418,0.028,-0.024,4.19,20.5,present ,25.69,24.9,
16/06/2020,22:30:01,0.471,-2.387,2.543,-2.397,0.025,-0.023,4.19,19.4,present ,25.65,24.9,
16/06/2020,23:00:00,0.179,-2.396,2.038,-2.413,0.02,-0.024,4.19,18.4,present ,25.61,24.6,
16/06/2020,23:30:00,0.064,-2.42,1.839,-2.454,0.018,-0.024,4.19,18.2,present ,25.58,24.9,
17/06/2020,0:00:00,0.024,-2.42,1.771,-2.455,0.017,-0.024,4.19,18.1,present ,25.54,24.9,
17/06/2020,0:30:00,-0.108,-2.45,1.541,-2.506,0.015,-0.025,4.19,17.79,present ,25.51,24.9,
17/06/2020,1:00:01,-0.228,-2.414,1.332,-2.445,0.013,-0.024,4.19,18.1,present ,25.47,25.2,
17/06/2020,1:30:01,-0.291,-2.381,1.223,-2.387,0.012,-0.023,4.19,17.9,present ,25.44,25.2,
17/06/2020,2:00:00,-0.351,-2.41,1.12,-2.437,0.011,-0.024,4.19,17.5,present ,25.37,24.9,
17/06/2020,2:30:00,-0.438,-2.339,0.971,-2.315,0.009,-0.023,4.19,17.2,present ,25.37,25.2,
17/06/2020,3:00:00,-0.31,-2.314,1.192,-2.271,0.011,-0.022,4.19,17.29,present ,25.3,24.9,
17/06/2020,3:30:00,-0.332,-2.434,1.153,-2.479,0.011,-0.024,4.19,17.29,present ,25.3,25.2,
17/06/2020,4:00:01,-0.367,-2.451,1.092,-2.508,0.01,-0.025,4.19,17.5,present ,25.26,24.9,
17/06/2020,4:30:01,-0.532,-2.349,0.807,-2.331,0.008,-0.023,4.19,16.79,present ,25.22,24.9,
17/06/2020,5:00:01,-0.432,-2.401,0.98,-2.421,0.009,-0.024,4.19,16.5,present ,25.19,24.9,
17/06/2020,5:30:00,-0.539,-2.424,0.795,-2.462,0.007,-0.024,4.19,17.1,present ,25.15,24.9,
17/06/2020,6:00:00,-0.521,-2.391,0.826,-2.404,0.008,-0.024,4.19,17.5,present ,25.15,24.9,
17/06/2020,6:30:01,-0.518,-2.438,0.832,-2.485,0.008,-0.024,4.19,17,present ,25.16,25.2,
17/06/2020,7:00:00,-0.716,-2.475,0.49,-2.55,0.004,-0.025,4.19,16.4,present ,25.15,24.9,
17/06/2020,7:30:00,-0.709,-2.35,0.502,-2.333,0.005,-0.023,4.19,16.4,present ,25.16,25.2,
17/06/2020,8:00:00,-0.661,-2.432,0.585,-2.476,0.005,-0.024,4.19,15.5,present ,25.12,24.9,
17/06/2020,8:30:01,-0.806,-2.441,0.335,-2.491,0.003,-0.024,4.19,14.9,present ,25.12,24.9,
17/06/2020,9:00:01,-0.719,-2.422,0.485,-2.458,0.004,-0.024,4.19,15.4,present ,25.37,24.9,
17/06/2020,9:30:01,-0.684,-2.471,0.545,-2.543,0.005,-0.025,4.19,16.4,present ,25.54,24.6,
17/06/2020,10:00:01,-0.601,-2.501,0.688,-2.594,0.006,-0.025,4.19,17,present ,26.57,24.6,
17/06/2020,10:30:00,-0.496,-2.397,0.87,-2.415,0.008,-0.024,4.19,18,present ,26.99,24,
17/06/2020,11:00:01,-0.274,-2.387,1.254,-2.398,0.012,-0.023,4.19,19.7,present ,27.59,24,
17/06/2020,11:30:00,0.231,-2.354,2.127,-2.341,0.021,-0.023,4.19,19.7,present ,27.42,24,
17/06/2020,12:00:01,0.365,-2.355,2.359,-2.342,0.023,-0.023,4.19,18.79,present ,27.13,24,
17/06/2020,12:30:00,0.515,-2.424,2.618,-2.462,0.026,-0.024,4.19,19.79,present ,27.8,23.7,
17/06/2020,13:00:00,1.9,-2.38,5.012,-2.385,0.05,-0.023,4.19,21,present ,28.9,23.4,
17/06/2020,13:30:00,2.382,-2.273,5.846,-2.201,0.058,-0.022,4.19,21.6,present ,28.09,24,
17/06/2020,14:00:00,2.22,-2.344,5.565,-2.324,0.055,-0.023,4.19,21.6,present ,28.9,23.4,
17/06/2020,14:30:00,2.889,-2.401,6.721,-2.422,0.067,-0.024,4.19,20.9,present ,28.9,23.4,
17/06/2020,15:00:00,3.409,-2.31,7.621,-2.264,0.076,-0.022,4.19,21.6,present ,28.69,23.7,
17/06/2020,15:30:00,3.582,-2.301,7.92,-2.25,0.079,-0.022,4.19,22.6,present ,28.93,23.4,
17/06/2020,16:00:01,3.517,-2.331,7.806,-2.301,0.078,-0.023,4.19,22.6,present ,27.63,24,
17/06/2020,16:30:01,3.132,-2.315,7.142,-2.273,0.071,-0.022,4.19,22.3,present ,28.93,23.4,
17/06/2020,17:00:01,2.831,-2.353,6.621,-2.338,0.066,-0.023,4.19,22.7,present ,28.93,23.4,
17/06/2020,17:30:00,2.405,-2.364,5.886,-2.358,0.058,-0.023,4.19,21.8,present ,26.57,24.6,
17/06/2020,18:00:00,1.12,-2.362,3.664,-2.355,0.036,-0.023,4.19,19.79,present ,26.11,24.6,
17/06/2020,18:30:01,0.548,-2.365,2.677,-2.36,0.026,-0.023,4.19,19.6,present ,26.74,24,
17/06/2020,19:00:01,0.615,-2.384,2.792,-2.392,0.027,-0.023,4.19,19.1,present ,26.08,24.9,
17/06/2020,19:30:00,0.099,-2.419,1.9,-2.452,0.019,-0.024,4.19,18.9,present ,25.9,24.6,
17/06/2020,20:00:00,-0.053,-2.371,1.635,-2.37,0.016,-0.023,4.19,18.79,present ,25.86,24.6,
17/06/2020,20:30:01,-0.199,-2.379,1.382,-2.383,0.013,-0.023,4.19,18.6,present ,25.76,25.2,
17/06/2020,21:00:00,-0.281,-2.431,1.241,-2.474,0.012,-0.024,4.19,18.6,present ,25.68,24.6,
17/06/2020,21:30:00,-0.518,-2.458,0.831,-2.52,0.008,-0.025,4.19,18.29,present ,25.65,25.2,
17/06/2020,22:00:00,-0.63,-2.377,0.638,-2.381,0.006,-0.023,4.19,18.4,present ,25.62,25.2,
17/06/2020,22:30:00,-0.587,-2.487,0.712,-2.571,0.007,-0.025,4.19,18.29,present ,25.58,24.9,
17/06/2020,23:00:00,-0.684,-2.382,0.545,-2.389,0.005,-0.023,4.19,18,present ,25.54,24.9,
17/06/2020,23:30:00,-0.67,-2.423,0.57,-2.46,0.005,-0.024,4.19,17.5,present ,25.51,24.9,
18/06/2020,0:00:01,-0.559,-2.37,0.761,-2.368,0.007,-0.023,4.19,17.29,present ,25.51,24.9,
18/06/2020,0:30:01,-0.705,-2.377,0.508,-2.38,0.005,-0.023,4.19,17.1,present ,25.47,25.2,
18/06/2020,1:00:01,-0.603,-2.399,0.684,-2.418,0.006,-0.024,4.19,16.9,present ,25.44,25.2,
18/06/2020,1:30:01,-0.713,-2.468,0.495,-2.538,0.004,-0.025,4.19,16.9,present ,25.4,24.9,
18/06/2020,2:00:01,-0.801,-2.404,0.342,-2.427,0.003,-0.024,4.19,17,present ,25.36,24.6,
18/06/2020,2:30:01,-0.688,-2.434,0.537,-2.479,0.005,-0.024,4.19,16.9,present ,25.33,24.9,
18/06/2020,3:00:01,-0.897,-2.468,0.177,-2.538,0.001,-0.025,4.19,16.29,present ,25.26,24.9,
18/06/2020,3:30:01,-0.824,-2.488,0.302,-2.572,0.003,-0.025,4.19,16.4,present ,25.23,25.2,
18/06/2020,4:00:00,-0.894,-2.47,0.181,-2.541,0.001,-0.025,4.19,16.29,present ,25.19,25.2,
18/06/2020,4:30:00,-0.765,-2.397,0.404,-2.415,0.004,-0.024,4.19,16.5,present ,25.16,25.2,
18/06/2020,5:00:00,-0.989,-2.438,0.018,-2.486,0,-0.024,4.19,16.1,present ,25.12,25.2,
18/06/2020,5:30:01,-0.947,-2.429,0.09,-2.47,0,-0.024,4.19,16.2,present ,25.08,24.9,
18/06/2020,6:00:00,-0.86,-2.462,0.241,-2.528,0.002,-0.025,4.19,16.1,present ,25.09,25.2,
18/06/2020,6:30:00,-0.904,-2.465,0.165,-2.532,0.001,-0.025,4.19,16.2,present ,25.12,25.2,
18/06/2020,7:00:00,-0.992,-2.437,0.013,-2.484,0,-0.024,4.19,16.2,present ,25.12,24.9,
18/06/2020,7:30:00,-1.059,-2.438,-0.102,-2.486,-0.001,-0.024,4.19,16.6,present ,25.23,25.2,
18/06/2020,8:00:01,-0.893,-2.454,0.184,-2.513,0.001,-0.025,4.19,17.1,present ,25.4,24.9,
18/06/2020,8:30:01,-0.75,-2.485,0.431,-2.567,0.004,-0.025,4.19,17.5,present ,25.33,24.9,
18/06/2020,9:00:01,-0.859,-2.46,0.243,-2.524,0.002,-0.025,4.19,17.6,present ,26.07,24.6,
18/06/2020,9:30:01,-0.6,-2.438,0.69,-2.486,0.006,-0.024,4.19,18,present ,26.25,24.6,
18/06/2020,10:00:01,-0.031,-2.479,1.674,-2.557,0.016,-0.025,4.19,18.79,present ,26.46,24.3,
18/06/2020,10:30:00,0.321,-2.419,2.283,-2.453,0.022,-0.024,4.19,20.1,present ,26.85,24.3,
18/06/2020,11:00:01,0.784,-2.48,3.084,-2.559,0.03,-0.025,4.19,20.6,present ,26.99,24.3,
18/06/2020,11:30:01,1.611,-2.419,4.512,-2.453,0.045,-0.024,4.19,20.9,present ,27.77,24,
18/06/2020,12:00:00,2.005,-2.339,5.194,-2.314,0.051,-0.023,4.19,21.5,present ,28.94,23.7,
18/06/2020,12:30:00,4.109,-2.296,8.831,-2.24,0.088,-0.022,4.19,24.2,present ,28.97,23.4,
18/06/2020,13:00:00,5.077,-2.249,10.504,-2.16,0.105,-0.021,4.19,24.8,present ,28.3,23.7,
18/06/2020,13:30:00,5.81,-2.253,11.77,-2.166,0.117,-0.021,4.19,24.9,present ,28.94,23.7,
18/06/2020,14:00:00,6.166,-2.199,12.386,-2.072,0.123,-0.02,4.19,25.5,present ,28.9,23.4,
18/06/2020,14:30:00,5.863,-2.206,11.862,-2.084,0.118,-0.02,4.19,25.7,present ,28.9,23.7,
18/06/2020,15:00:01,6.065,-2.231,12.21,-2.127,0.122,-0.021,4.19,26,present ,28.97,23.4,
18/06/2020,15:30:01,5.844,-2.188,11.829,-2.054,0.118,-0.02,4.19,26,present ,28.93,23.4,
18/06/2020,16:00:00,6.023,-2.198,12.139,-2.071,0.121,-0.02,4.19,25.9,present ,28.93,23.4,
18/06/2020,16:30:00,5.759,-2.299,11.682,-2.246,0.116,-0.022,4.19,26,present ,28.97,23.4,
18/06/2020,17:00:01,5.31,-2.274,10.906,-2.202,0.109,-0.022,4.19,26.3,present ,28.94,23.7,
18/06/2020,17:30:01,5.403,-2.337,11.066,-2.311,0.11,-0.023,4.19,26.4,present ,28.94,23.7,
18/06/2020,18:00:01,5.327,-2.264,10.935,-2.185,0.109,-0.021,4.19,26.7,present ,28.97,23.4,
18/06/2020,18:30:01,4.843,-2.282,10.098,-2.215,0.1,-0.022,4.19,26.1,present ,28.9,23.1,
18/06/2020,19:00:01,4.385,-2.309,9.306,-2.263,0.093,-0.022,4.19,25.4,present ,28.93,23.4,
18/06/2020,19:30:00,3.544,-2.297,7.854,-2.242,0.078,-0.022,4.19,24.7,present ,28.93,23.4,
18/06/2020,20:00:00,2.738,-2.35,6.461,-2.334,0.064,-0.023,4.19,23.7,present ,27.52,24,
18/06/2020,20:30:01,2.038,-2.365,5.251,-2.359,0.052,-0.023,4.19,23.2,present ,26.53,24.6,
18/06/2020,21:00:00,1.628,-2.313,4.542,-2.27,0.045,-0.022,4.19,23,present ,25.97,24.9,
18/06/2020,21:30:00,1.174,-2.415,3.757,-2.446,0.037,-0.024,4.19,22.3,present ,25.86,24.6,
18/06/2020,22:00:00,0.823,-2.383,3.151,-2.39,0.031,-0.023,4.19,21.1,present ,25.79,24.9,
18/06/2020,22:30:00,0.57,-2.439,2.714,-2.487,0.027,-0.024,4.19,20.8,present ,25.76,24.9,
18/06/2020,23:00:01,0.249,-2.381,2.159,-2.388,0.021,-0.023,4.19,20.2,present ,25.69,25.2,
18/06/2020,23:30:01,0.18,-2.377,2.04,-2.379,0.02,-0.023,4.19,20,present ,25.68,24.6,
19/06/2020,0:00:01,0.077,-2.427,1.862,-2.467,0.018,-0.024,4.19,20.4,present ,25.65,25.2,
19/06/2020,0:30:01,-0.112,-2.348,1.534,-2.33,0.015,-0.023,4.19,19.6,present ,25.62,25.2,
19/06/2020,1:00:00,-0.02,-2.443,1.693,-2.494,0.016,-0.024,4.19,19.7,present ,25.58,25.2,
19/06/2020,1:30:00,-0.159,-2.446,1.452,-2.499,0.014,-0.024,4.19,18.5,present ,25.54,24.9,
19/06/2020,2:00:00,-0.265,-2.483,1.269,-2.563,0.012,-0.025,4.19,17.9,present ,25.51,24.9,
19/06/2020,2:30:01,-0.209,-2.363,1.366,-2.356,0.013,-0.023,4.19,18.2,present ,25.51,25.2,
19/06/2020,3:00:01,-0.349,-2.471,1.123,-2.543,0.011,-0.025,4.19,18.2,present ,25.47,24.9,
19/06/2020,3:30:00,-0.398,-2.439,1.039,-2.488,0.01,-0.024,4.19,18.2,present ,25.44,24.9,
19/06/2020,4:00:00,-0.408,-2.424,1.021,-2.461,0.01,-0.024,4.19,18.5,present ,25.4,24.9,
19/06/2020,4:30:00,-0.339,-2.369,1.141,-2.367,0.011,-0.023,4.19,18.4,present ,25.37,25.2,
19/06/2020,5:00:00,-0.326,-2.417,1.164,-2.449,0.011,-0.024,4.19,18.29,present ,25.33,24.9,
19/06/2020,5:30:00,-0.434,-2.494,0.976,-2.583,0.009,-0.025,4.19,18,present ,25.3,25.2,
19/06/2020,6:00:00,-0.394,-2.491,1.046,-2.577,0.01,-0.025,4.19,18,present ,25.26,24.9,
19/06/2020,6:30:01,-0.301,-2.442,1.207,-2.493,0.012,-0.024,4.19,18.1,present ,25.26,25.2,
19/06/2020,7:00:01,-0.352,-2.451,1.118,-2.509,0.011,-0.025,4.19,17.9,present ,25.26,25.2,
19/06/2020,7:30:01,-0.107,-2.491,1.541,-2.577,0.015,-0.025,4.19,18.6,present ,25.3,24.9,
19/06/2020,8:00:01,0.106,-2.362,1.912,-2.355,0.019,-0.023,4.19,18.79,present ,25.44,25.2,
19/06/2020,8:30:01,0.277,-2.395,2.208,-2.411,0.022,-0.024,4.19,19.29,present ,25.37,24.9,
19/06/2020,9:00:01,0.482,-2.498,2.562,-2.59,0.025,-0.025,4.19,19.9,present ,26.04,24.6,
19/06/2020,9:30:01,0.789,-2.423,3.092,-2.459,0.03,-0.024,4.19,20.2,present ,25.83,24.9,
19/06/2020,10:00:00,1.216,-2.34,3.83,-2.316,0.038,-0.023,4.19,20.8,present ,25.58,24.9,
19/06/2020,10:30:00,0.775,-2.48,3.069,-2.558,0.03,-0.025,4.19,20.9,present ,26.43,24.6,
19/06/2020,11:00:00,1.583,-2.383,4.465,-2.39,0.044,-0.023,4.19,21.4,present ,26.5,24.3,
19/06/2020,11:30:00,1.491,-2.43,4.305,-2.471,0.043,-0.024,4.19,21.6,present ,26.11,24.6,
19/06/2020,12:00:00,1.007,-2.414,3.468,-2.444,0.034,-0.024,4.19,21.6,present ,26,24.6,
19/06/2020,12:30:00,1.443,-2.287,4.222,-2.225,0.042,-0.022,4.19,21.3,present ,26.92,24.3,
19/06/2020,13:00:00,2.232,-2.392,5.587,-2.406,0.055,-0.024,4.19,22.8,present ,27.31,24.3,
19/06/2020,13:30:00,4.624,-2.256,9.721,-2.172,0.097,-0.021,4.19,24.2,present ,28.2,24,
19/06/2020,14:00:01,5.727,-2.209,11.627,-2.089,0.116,-0.02,4.19,25.5,present ,28.97,23.7,
19/06/2020,14:30:01,6.716,-2.276,13.336,-2.205,0.133,-0.022,4.19,27,present ,28.94,23.7,
19/06/2020,15:00:01,7.239,-2.187,14.24,-2.052,0.142,-0.02,4.19,28.2,present ,28.94,23.7,
19/06/2020,15:30:01,6.925,-2.244,13.697,-2.151,0.136,-0.021,4.19,28.4,present ,28.48,23.7,
19/06/2020,16:00:01,5.686,-2.309,11.557,-2.262,0.115,-0.022,4.19,28.6,present ,28.97,23.7,
19/06/2020,16:30:01,5.471,-2.297,11.184,-2.242,0.111,-0.022,4.19,26.9,present ,28.9,23.7,
19/06/2020,17:00:01,5.598,-2.339,11.403,-2.314,0.114,-0.023,4.19,27.3,present ,28.94,23.7,
19/06/2020,17:30:00,5.518,-2.234,11.265,-2.133,0.112,-0.021,4.19,27.9,present ,28.97,23.7,
19/06/2020,18:00:00,5.566,-2.179,11.348,-2.038,0.113,-0.02,4.19,29.9,present ,28.97,23.7,
19/06/2020,18:30:00,4.641,-2.322,9.75,-2.286,0.097,-0.022,4.19,29.9,present ,28.94,23.7,
19/06/2020,19:00:00,4.869,-2.291,10.144,-2.232,0.101,-0.022,4.19,29.6,present ,28.97,23.7,
19/06/2020,19:30:01,4.33,-2.335,9.213,-2.308,0.092,-0.023,4.19,29.1,present ,26.71,24.9,
19/06/2020,20:00:00,3.116,-2.315,7.114,-2.272,0.071,-0.022,4.19,27.1,present ,28.9,23.4,
19/06/2020,20:30:00,3.347,-2.425,7.514,-2.463,0.075,-0.024,4.19,25.8,present ,26.82,24.6,
19/06/2020,21:00:00,2.479,-2.379,6.013,-2.384,0.06,-0.023,4.19,24.3,present ,26,24.6,
19/06/2020,21:30:01,1.855,-2.377,4.934,-2.38,0.049,-0.023,4.19,23.7,present ,25.9,24.9,
19/06/2020,22:00:01,1.414,-2.322,4.172,-2.285,0.041,-0.022,4.19,23,present ,25.82,24.6,
19/06/2020,22:30:01,1.039,-2.418,3.524,-2.451,0.035,-0.024,4.19,22.6,present ,25.79,24.9,
19/06/2020,23:00:01,0.667,-2.425,2.882,-2.463,0.028,-0.024,4.19,21.6,present ,25.76,25.2,
19/06/2020,23:30:01,0.607,-2.391,2.778,-2.404,0.027,-0.024,4.19,21,present ,25.69,24.9,
20/06/2020,0:00:00,0.211,-2.35,2.093,-2.334,0.02,-0.023,4.19,20.5,present ,25.65,24.9,
20/06/2020,0:30:01,0.12,-2.39,1.936,-2.403,0.019,-0.024,4.19,19.7,present ,25.61,24.9,
20/06/2020,1:00:01,0.162,-2.417,2.008,-2.45,0.02,-0.024,4.19,19.1,present ,25.58,25.2,
20/06/2020,1:30:01,-0.167,-2.425,1.438,-2.463,0.014,-0.024,4.19,18.9,present ,25.54,24.9,
20/06/2020,2:00:01,-0.154,-2.366,1.46,-2.362,0.014,-0.023,4.19,18.7,present ,25.51,25.2,
20/06/2020,2:30:00,-0.15,-2.425,1.468,-2.463,0.014,-0.024,4.19,18.1,present ,25.47,25.2,
20/06/2020,3:00:00,-0.405,-2.449,1.028,-2.505,0.01,-0.025,4.19,17.5,present ,25.44,24.9,
20/06/2020,3:30:00,-0.431,-2.49,0.981,-2.575,0.009,-0.025,4.19,17.2,present ,25.4,24.6,
20/06/2020,4:00:00,-0.396,-2.492,1.042,-2.579,0.01,-0.025,4.19,17,present ,25.37,24.9,
20/06/2020,4:30:00,-0.26,-2.493,1.278,-2.58,0.012,-0.025,4.19,17,present ,25.3,25.2,
20/06/2020,5:00:00,-0.317,-2.507,1.179,-2.604,0.011,-0.026,4.19,16.9,present ,25.26,24.9,
20/06/2020,5:30:01,-0.392,-2.42,1.05,-2.455,0.01,-0.024,4.19,16.6,present ,25.23,25.2,
20/06/2020,6:00:01,-0.464,-2.46,0.924,-2.524,0.009,-0.025,4.19,16.29,present ,25.19,25.2,
20/06/2020,6:30:01,-0.3,-2.412,1.208,-2.441,0.012,-0.024,4.19,16.6,present ,25.19,24.9,
20/06/2020,7:00:00,-0.386,-2.48,1.06,-2.557,0.01,-0.025,4.19,16.9,present ,25.33,24.9,
20/06/2020,7:30:00,-0.034,-2.478,1.669,-2.555,0.016,-0.025,4.19,18.1,present ,25.54,24.9,
20/06/2020,8:00:01,0.97,-2.345,3.405,-2.325,0.034,-0.023,4.19,21.1,present ,25.93,24.6,
20/06/2020,8:30:01,1.419,-2.349,4.181,-2.331,0.041,-0.023,4.19,22.9,present ,26.35,24.3,
20/06/2020,9:00:00,2.353,-2.386,5.795,-2.396,0.057,-0.023,4.19,23.8,present ,25.69,24.9,
20/06/2020,9:30:01,2.645,-2.381,6.3,-2.388,0.063,-0.023,4.19,24.7,present ,26.78,24.3,
20/06/2020,10:00:00,3.773,-2.309,8.249,-2.263,0.082,-0.022,4.19,25.7,present ,26.78,24.6,
20/06/2020,10:30:00,3.918,-2.303,8.499,-2.252,0.084,-0.022,4.19,25.6,present ,26.71,24.9,
20/06/2020,11:00:00,4.338,-2.324,9.225,-2.288,0.092,-0.022,4.19,25.9,present ,27.13,24.3,
20/06/2020,11:30:00,4.908,-2.249,10.212,-2.159,0.102,-0.021,4.19,26.7,present ,27.59,24.3,
20/06/2020,12:00:00,5.362,-2.326,10.996,-2.292,0.109,-0.022,4.19,27.1,present ,27.59,24,
20/06/2020,12:30:00,4.788,-2.333,10.003,-2.304,0.1,-0.023,4.19,26.8,present ,26.85,24.3,
20/06/2020,13:00:00,3.956,-2.316,8.566,-2.274,0.085,-0.022,4.19,26.8,present ,27.88,24,
20/06/2020,13:30:01,4.581,-2.291,9.646,-2.231,0.096,-0.022,4.19,27.5,present ,28.86,23.4,
20/06/2020,14:00:01,4.725,-2.291,9.894,-2.232,0.098,-0.022,4.19,27.1,present ,28.9,23.4,
20/06/2020,14:30:01,4.851,-2.266,10.113,-2.188,0.101,-0.021,4.19,27.3,present ,28.69,23.4,
20/06/2020,15:00:01,4.889,-2.243,10.179,-2.149,0.101,-0.021,4.19,27.1,present ,28.93,23.4,
20/06/2020,15:30:01,5.202,-2.272,10.719,-2.199,0.107,-0.021,4.19,27.2,present ,28.9,23.4,
20/06/2020,16:00:01,4.941,-2.277,10.268,-2.207,0.102,-0.022,4.19,27.1,present ,28.9,23.7,
20/06/2020,16:30:01,4.344,-2.317,9.236,-2.277,0.092,-0.022,4.19,27,present ,28.9,23.4,
20/06/2020,17:00:01,4.297,-2.251,9.155,-2.162,0.091,-0.021,4.19,27.3,present ,28.93,23.4,
20/06/2020,17:30:00,4.185,-2.329,8.961,-2.297,0.089,-0.022,4.19,27.3,present ,28.9,23.7,
20/06/2020,18:00:00,3.285,-2.303,7.407,-2.252,0.074,-0.022,4.19,26.6,present ,27.2,24,
20/06/2020,18:30:00,2.582,-2.33,6.191,-2.3,0.061,-0.023,4.19,27,present ,28.9,23.7,
20/06/2020,19:00:00,2.857,-2.312,6.667,-2.269,0.066,-0.022,4.19,27.3,present ,28.94,23.7,
20/06/2020,19:30:01,2.694,-2.335,6.385,-2.308,0.063,-0.023,4.19,27,present ,28.93,23.4,
20/06/2020,20:00:00,2.509,-2.329,6.064,-2.297,0.06,-0.022,4.19,27,present ,28.93,23.4,
20/06/2020,20:30:00,2.1,-2.319,5.358,-2.279,0.053,-0.022,4.19,26.1,present ,26.11,24.9,
20/06/2020,21:00:01,1.534,-2.363,4.379,-2.356,0.043,-0.023,4.19,25.1,present ,25.94,25.2,
20/06/2020,21:30:01,1.242,-2.4,3.876,-2.42,0.038,-0.024,4.19,25.5,present ,25.86,24.9,
20/06/2020,22:00:01,1.066,-2.373,3.571,-2.374,0.035,-0.023,4.19,25,present ,25.79,24.6,
20/06/2020,22:30:01,0.719,-2.337,2.971,-2.312,0.029,-0.023,4.19,24.4,present ,25.76,24.9,
